row_id	status	notes	screenshots
W3-05	PASS	After page reload the params-init-interval seeding tick wrote the backend value back into the DOM: #nn-learning-rate-input.value = '0.0789' (wait_for_function matched inside 15s). Note this also proves the earlier DOM-only fill of 0.0424 never reached the backend -- the reseed wiped it.	—
W3-06	PASS	Browser-only dirty check via a real dropdown: #nn-optimizer-type-dropdown Adam -> AdamW flipped #apply-params-button from disabled=True to disabled=False. NB this build renders dcc.Dropdown as a Dash 3.x RADIX SELECT -- a <button aria-haspopup='listbox'> with options portalled to body as [role=option], NOT react-select v1 (.Select-control/.Select-option do not exist). Options must be matched EXACTLY or 'Adam' also matches AdamW/NAdam/RAdam/Adamax.	—
W3-07	PASS(both halves)	Blur-first proven: document.activeElement went 'nn-learning-rate-input' -> '' across the click (the :2985-3005 clientside blur sink firing on n_clicks). Exactly-one-POST proven server-side, since _apply_params_via_backend POSTs from the Dash callback (dashboard_manager.py:7034) and is therefore INVISIBLE to the browser network log: exactly 1 'Parameters applied (attempt 1)' line in juniper-canopy.log for the click, and the optimizer change landed (/api/state nn_optimizer_type='AdamW').	—
W3-08	FAIL F-CANOPY-018	Expected exactly one of the three §2.9 shapes. Observed '⚠️ Unsaved changes' after EVERY successful apply (3 independent runs), never the success toast -- even when the apply demonstrably succeeded (server log 'Parameters applied', /api/state updated). Cause: params-status.children has TWO writers -- apply_parameters returns the toast (:7057 via _compose_apply_toast) and track_param_changes also Outputs params-status.children (:4385-4389) with applied-params-store as an Input, so applying re-fires the tracker which overwrites the toast. The operator never sees the applied/skipped/clamped detail the toast was built to carry.	—
W3-16	PASS(expected divergence D-2)	Confirmed by code before driving: #nn-init-output-weights-dropdown is absent from the track_param_changes Input list (dashboard_manager.py:4390-4424 lists 27 Inputs; init-output-weights is not among them) while being a State of apply_parameters (:4540). So changing it alone cannot dirty the form. Recorded, not fixed, per the matrix.	—
F-CANOPY-017	NEW FINDING P1	Editing a step-invalid numeric param silently applies a HARDCODED DEFAULT instead of the typed value. Chain, all live-observed: (1) #nn-learning-rate-input is dbc.Input(type=number, step=0.001, min=0.0001, max=1) at dashboard_manager.py:979-988, min from MIN_LEARNING_RATE=0.0001 (canopy_constants.py:112). (2) HTML5 bases step validity at min, so the ONLY valid values are 0.0001+n*0.001 -- no humanly-plausible learning rate (0.1, 0.01, 0.05) is on that grid; el.validity.stepMismatch=true for all of them. (3) A user edit of an invalid-valued number input gives Dash State None (callback body carried None across a 12s window; exactly 1 fire, no corrective fire). (4) The dirty tracker sees None != store, ENABLES Apply and shows '⚠️ Unsaved changes' -- the UI says the edit is pending. (5) _apply_parameters_handler substitutes the default for None: dashboard_manager.py:6975 "float(nn_lr) if nn_lr is not None else TrainingConstants.DEFAULT_LEARNING_RATE" (=0.01, canopy_constants.py:111). LIVE INSTANCE: /api/state 0.0789 -> user types 0.0733 -> Apply -> server log POSTs nn_learning_rate 0.01 -> /api/state 0.01. Neither the typed nor the prior value. SCOPE: the same 'is not None else DEFAULT' idiom covers ~18 numeric fields at :6973-6999, and a live DOM sweep found 7 of 22 sidebar number inputs whose OWN backend-seeded value is already stepMismatch -- nn-max-iterations (1000000/min 1/step 100), nn-max-total-epochs (114000/10/1000), nn-learning-rate (0.01/0.0001/0.001), nn-growth-preset-epochs (50/1/10), nn-dataset-elements (1000/50/100), cn-correlation-threshold (0.01/0.00001/0.0001), cn-training-convergence-threshold (0.001/0.000001/0.00001). BOUNDED: programmatic seeding and the Apply blur-commit are SAFE even off-grid -- two controls with an off-grid non-default LR (0.0789) preserved it through a dropdown-only Apply with and without the LR field focused. The corruption requires a USER EDIT of the field, i.e. exactly the panel's intended use. Fix target: align each field's min to its step grid (or drop min to a grid-consistent value / set step='any'), and make the None branch keep the backend value or refuse, not silently substitute a default.	—
W6-01	PASS	Baseline: #nn-dataset-type-dropdown='Spirals'; /api/status pending_dataset=None, input_size=2, hidden_units=10. #network-visualizer-input-count reads '0' — F-CANOPY-006 dead-oracle re-confirmed this segment, so the matrix's step-19 DOM oracle stays unusable and input-width must be read from /api/status.	—
W6-02	PASS	Spirals -> Moons: #nn-spiral-rotations-input went visible=True -> False (spiral typed fields hide for a non-spiral type) and #nn-dataset-schema-params went innerHTML 0 -> 706 chars rendering the schema-driven fields ('N Samples: Total number of samples (split evenly between the two moons)' / 'Noise: Gaussian noise standard deviation added to each coordinate'). Dataset dropdown is a Dash 3.x Radix select; its live option set is Spirals / XOR / MNIST (labelled "needs juniper-data's optional dataset extra") / Circles / Moons / Equities (sequence) (labelled 'needs a 3-D model').	—
W6-03	PASS(documented) + F-CANOPY-017 link	Confirmed AUTO-API as the matrix says. Worth linking: #nn-dataset-elements-input (value 1000, min 50, step 100) is one of the 7 fields whose OWN seeded value is validity.stepMismatch, so a user edit of it yields Dash State None — the F-CANOPY-017 class. It travels on /api/stage_dataset rather than /api/set_params, so the default-substitution consequence differs, but the None-on-edit mechanism is identical.	—
W6-04	PASS	Click #apply-dataset-button -> staging happens. METHODOLOGY: 0 browser requests to /api/stage_dataset is EXPECTED, not a failure — like /api/set_params, the dashboard POSTs it server-side from the Dash callback, so it is invisible in the browser network log. Proven by outcome instead (banner + /api/status below).	—
W6-05	PASS	#pending-dataset-banner opened: display block, 342x142, text exactly 'Dataset change pending — restart training to apply.' plus the two actions 'Stop & Restart with new dataset' and 'Cancel pending change'. #dataset-stage-outcome-alert stayed height 0 (no error surfaced), correct for a successful stage.	—
W6-06	PASS	GET /api/status pending_dataset = {'dataset_type': 'moons', 'params': {'n_samples': 200, 'noise': 0.1}} — non-empty, and carrying the schema defaults for the newly selected generator.	—
W6-07	PASS	Click #cancel-pending-dataset-button -> /api/status pending_dataset returned to None and #pending-dataset-banner was REMOVED from the DOM entirely (getElementById -> null), not merely hidden. The DELETE is server-side like the stage POST, so 0 browser requests is again expected.	—
W6-08	PASS	Held through a full slow reconcile tick: 10s after the cancel, pending_dataset still None and the banner still absent. No re-open flicker.	—
W6-09	PASS	Re-applied (repeat of steps 2+5) after the cancel: Spirals -> Moons -> Apply Dataset re-staged cleanly, banner re-opened, /api/status pending_dataset = moons/200/0.1 again.	—
W6-10	PASS(open+seed) — see F-CANOPY-019 for fidelity	#restart-with-new-dataset-button opens #restart-confirm-modal (display flex, 500x1044). 'Restart plan:' + #restart-confirm-summary renders, and all 12 modal-scoped fields are seeded: restart-ds-type (BUTTON/Radix), restart-ds-samples 1000, restart-ds-noise 0.25, restart-ds-rotations 1.5, restart-ds-spirals 2, restart-p-nn-learning-rate 0.1, restart-p-nn-max-hidden-units 10, restart-p-nn-patience 50, restart-p-cn-pool-size 40, restart-p-cn-selected 1, restart-p-cn-corr-thresh 0.01. Confirms plan T-22's shape: exactly one (restart-ds-type) is browser-drivable, the other 10 are dbc.Input(type=number).	—
W6-11	PASS(both halves)	backdrop='static' + keyboard=False both honoured live. Escape pressed -> modal still shown (500x1044). Backdrop clicked at viewport (8,8), well outside the 500px dialog -> modal still shown. Visibility judged by getComputedStyle + getBoundingClientRect, never offsetParent (null for position:fixed).	—
W6-12	PASS	#restart-start-fresh-toggle is INPUT type=checkbox, default checked=False (OFF, as the matrix requires for this run). Drive verified both ways: set True -> checked=True, set False -> checked=False. Both consequence texts read from the live DOM — under the switch: 'Off (default): continue the current model, retaining metrics/history for cross-dataset continuity. On: rebuild a vanilla, untrained network — functionally a clean stack launch (on-disk snapshots are kept).'; inside the granular collapse: 'Start fresh OFF: continue the current model, retaining metrics/history (cross-dataset continuity).' / 'Start fresh ON: discard the model + retained metrics/history for a vanilla rebuild (snapshots preserved).' NB these are STATIC layout text (dashboard_manager.py:1979-1983 and :1999-2004), not toggle-driven, so the summary correctly does not change with the switch.	—
W6-13	PASS	#restart-granular-toggle ('▸ Verify / modify what will happen') expands #restart-granular-collapse to 466x417 showing #restart-granular-context = 'Current epoch: 0 Status: Stopped', the two start-fresh consequence lines, the editable dataset fields and the key training params.	—
W6-14	PASS(automatable half)	#restart-ds-type driven Moons -> Spirals (the one granular field a browser can drive, per §2.10 / plan T-22): #restart-confirm-summary re-rendered against the baseline, 'Dataset type: moons' -> 'Dataset type: spirals'. The MANUAL modify-half (the 10 numeric granular fields, no API bypass for these modal-scoped States) remains the registered N3b coverage limit — and see F-CANOPY-017, which makes those numeric fields not merely undrivable but potentially None-valued when a human does edit them.	—
W6-15	PASS	#restart-cancel-button closed the modal (element removed from the DOM) and executed nothing: 0 requests to /api/train/restart, no restart lines in the canopy log.	—
W6-16	NOT DRIVEN (owner gate)	Deliberately stopped before #restart-confirm-button. The confirm handler POSTs /api/train/restart with payload {'start_fresh': bool(start_fresh), 'reset': True} (dashboard_manager.py:5447) — reset is HARD-CODED True regardless of the start-fresh switch, so confirming wipes the live 10-unit network carrying the segment-6/7 mutation evidence (unit 0 weights [0.11,0.22], output_bias [0.75,-0.75], tail unit Sigmoid/bias 0.25). Same class as the owner-approved training run in segment 7. Insurance snapshot snapshot_20260813T051936Z is on disk if the owner green-lights it.	—
W6-17	NOT DRIVEN (blocked by W6-16)	#restart-outcome-alert truthfulness needs the confirm executed.	—
W6-18	NOT DRIVEN (blocked by W6-16)	Banner-closes-when-cascor-clears-pending needs the restart executed. Partial evidence exists from the cancel path (W6-07/08): the banner does close and stay closed when pending_dataset clears.	—
W6-19	NOT DRIVEN (blocked by W6-16) + oracle dead	Input-width sanity is doubly blocked: needs the restart, and the matrix's DOM oracle #network-visualizer-input-count reads '0' (F-CANOPY-006). Use /api/status input_size instead when this is driven.	—
W6-20	NOT DRIVEN (blocked by W6-16)	Dataset View tiles reflecting the new dataset needs the migration executed.	—
W6-21	NOT DRIVEN (MANUAL)	Staging-failure arm requires stopping the isolated stack's juniper-data leg mid-session. Not attempted: the data leg is shared with every other lane in this run and the supervisor holds cascor as a live parent; deliberately not destabilised for one row.	—
F-CANOPY-019	NEW FINDING P2	The restart-confirm modal's 'Restart plan' describes the SIDEBAR config, not the STAGED pending dataset it claims it will apply. Live, on a fresh page load with moons staged: /api/status pending_dataset = {'dataset_type':'moons','params':{'n_samples':200,'noise':0.1}} while #restart-confirm-summary read 'Dataset type: spirals / Samples: 1000 / Noise: 0.25 / Spiral rotations: 1.5 / Spirals: 2' and the seeded modal inputs were restart-ds-samples=1000, restart-ds-noise=0.25. Three separate disagreements: (a) dataset TYPE (spirals vs staged moons), (b) sample count (1000 vs 200), (c) noise (0.25 vs 0.1) — plus it lists spiral-only params (rotations/spirals) that do not apply to the staged generator. Because the confirm handler only re-stages when _restart_dataset_changed() sees an edit (dashboard_manager.py:5430-5435), an untouched Confirm applies the STAGED dataset — i.e. the operator is shown one plan and gets another. This is the one surface whose entire job is to say what is about to happen, and the banner immediately above it says 'restart training to apply' about a different dataset. Not executed (see W6-16), so which side actually wins at restart is unverified — that is the first thing to check when the owner green-lights the confirm.	—
